,date,parliament.no,session.no,period.no,chamber,page.no,proof,day.start,name,name.id,title,type,electorate,party,role,in.gov,first.speech,para
43,1901-12-11,1,1,0,REPS,8541,0,1901-12-11,"FORREST, John",KFJ,TARIFF,Questions,,Protectionist,,1,0,"That the words ""and on and after 12th December, 1901, free,"" be added to the duty ""Manufactured of metal, viz. :  - Agricultural, horticultural, and viticultural implements, &c., "
44,1901-12-11,1,1,0,REPS,8541,0,1901-12-11,"BROWN, Thomas",JSM,TARIFF,Questions,Canobolas,,,0,0,"- When I addressed the committee last night, I read an extract from a Sydney newspaper relating to a certain large manufacturer of harvesting machinery in Victoria. I have since received a communication from "
45,1901-12-11,1,1,0,REPS,8541,0,1901-12-11,"BROWN, Thomas",JSM,TARIFF,Questions,Canobolas,,,0,0,"To show that the complete harvester is a necessity, I have only to state that it reduces the cost of garnering the grain, as compared with the reaper and binder, by at least 10s. per acre, and as compared with the stripper and winnower, by 5s. per acre. (The harvester doos all the work for1s. per acre. ) "
46,1901-12-11,1,1,0,REPS,8541,0,1901-12-11,"BROWN, Thomas",JSM,TARIFF,Questions,Canobolas,,,0,0,"This is the special ground upon which he bases his claim for consideration, but, as I said, in addition to this the local manufacturers of implements and machinery are placed at a disadvantage under the Tariff, because whilst a preferential duty of 15 per cent. is imposed on their manufactures, a large amount of their raw material, which has to be, imported, is subject to a duty of 25 per cent. That is not the way in which to formulate a Tariff with a view to giving encouragement to the manufacturing industries. I am desirous to see farming implements, and all kinds of machinery necessary for the carrying on of industrial operations, manufactured within the Commonwealth, and am prepared to give every legitimate encouragement to manufacturers, but I do not wish to see them placed in such a position that they are able to dictate terms to the primary producers. I have no doubt from my own knowledge that "
47,1901-12-11,1,1,0,REPS,8541,0,1901-12-11,"BROWN, Thomas",JSM,TARIFF,Questions,Canobolas,,,0,0,"At the present time the freight from New York to Melbourne amounts to less than I have to pay before I can deliver my manufactures at Melbourne, Geelong, or Portland, and where, then, does the ""natural protection"" afforded by distance and established tradecome in ? "
48,1901-12-11,1,1,0,REPS,8541,0,1901-12-11,"BROWN, Thomas",JSM,TARIFF,Questions,Canobolas,,,0,0,Assuming that 
49,1901-12-11,1,1,0,REPS,8541,0,1901-12-11,"BROWN, Thomas",JSM,TARIFF,Questions,Canobolas,,,0,0,"
            "
50,1901-12-11,1,1,0,REPS,8543,0,1901-12-11,"MCLEAN, Allan",KRO,TARIFF,Questions,"GIPPSLAND, VICTORIA",PROT,,0,0,"- Probably there are few electorates in the Commonwealth that are more deeply interested in the line now under consideration than that which I have the honour to represent. My constituency, which is about 200 miles long, contains very few large holdings. The great bulk of my constituents are farmers and dairymen, and it will be readily understood that they are vitally interested in any question which affects the cost of the machinery and implements which are used in connexion with their industry. In that respect, of course, they are typical of the great majority of the primary producers throughout the Commonwealth. Therefore, my efforts will be directed to securing to them the best and cheapest quality of implements and machinery that can possibly be obtained. To that extent I am thoroughly at one with the acting leader of the Opposition ; but I must confess that I differ with him as to the most desirable means of securing the best and cheapest implements. I am thoroughly in favour of placing on the free list any implements and machinery which cannot be manufactured within the Commonwealth, and of giving a moderate degree of protection to industries which have been successfully established, in order to enable them to compete with the importers. "
51,1901-12-11,1,1,0,REPS,8543,0,1901-12-11,"THOMAS, Josiah",K8L,TARIFF,Questions,,,,0,0,"- What does the honorable member mean by "" successfully."" "
52,1901-12-11,1,1,0,REPS,8543,0,1901-12-11,"MCLEAN, Allan",KRO,TARIFF,Questions,"GIPPSLAND, VICTORIA",PROT,,0,0,- I mean articles that can be successfully produced here at no inordinate cost - that can be produced at a reasonable cost. 
53,1901-12-11,1,1,0,REPS,8543,0,1901-12-11,"THOMAS, Josiah",K8L,TARIFF,Questions,,,,0,0,"- What isa "" reasonable cost""? "
54,1901-12-11,1,1,0,REPS,8543,0,1901-12-11,"MCLEAN, Allan",KRO,TARIFF,Questions,"GIPPSLAND, VICTORIA",PROT,,0,0,"- The cheapest that we can get consistently with good quality. The honorable member for the Barrier knows that agricultural implements manufactured in Victoria have successfully competed against the world in the markets of New South Wales to the extent of over £80,000 per annum, and that is the best possible proof of the success of the industry. If the industry were stamped out of existence the importers would raise prices to a level very much above those which now rule. In fact, I can point to implements which are not produced to any large extent in the Commonwealth, but the importers' prices of which are 100 per cent. above the cost of landing here. Ploughs, for instance, that can . be delivered here with all charges paid at £4 10s., are sold by the importers at £9. I am not prepared to stamp out local industries, and give 100 per cent. profit to importers. The policy which will guideme in dealing with this Tariff is to give reasonable protection - and I believe 15 per cent. is not one whit too much: - to those industries which can be successfully carriedon here, and. to place on the free list those articles which cannot be made in Australia. If the Government are prepared to act in that direction, I should advise them to ascertain what agricultural implements are not successfully manufactured here. "
55,1901-12-11,1,1,0,REPS,8543,0,1901-12-11,"TURNER, George",KWT,TARIFF,Questions,,,,0,0,"- We are trying to ascertain what implements are not made here, with a view of putting them on the free list. That has been our desire all through. "
56,1901-12-11,1,1,0,REPS,8544,0,1901-12-11,"MCLEAN, Allan",KRO,TARIFF,Questions,"GIPPSLAND, VICTORIA",PROT,,0,0,"- To that extent the Government shall have my support ; because, as I say, I believe 15 per cent. isnot too much to provoke healthy competition. A high duty may give a monopoly to the manufacturer, and I do not want to see that, though I still less want to see . a monopoly given to importers. "
57,1901-12-11,1,1,0,REPS,8544,0,1901-12-11,"MAHON, Hugh",KLB,TARIFF,Questions,Coolgardie,,,0,0,- The honorable member for Gippsland has pointed out that the cost of a plough landed in Victoria sometimes exceeds by 100 percent. the cost of the same article as quoted in America. 
58,1901-12-11,1,1,0,REPS,8544,0,1901-12-11,"MCLEAN, Allan",KRO,TARIFF,Questions,"GIPPSLAND, VICTORIA",PROT,,0,0,- With all charges paid. 
59,1901-12-11,1,1,0,REPS,8544,0,1901-12-11,"MCEACHARN, Malcolm",KQU,TARIFF,Questions,,,,0,0,- Sometimes the difference is as much as 150 per cent. 
60,1901-12-11,1,1,0,REPS,8544,0,1901-12-11,"MAHON, Hugh",KLB,TARIFF,Questions,,,,0,0,"-That may arise from various causes. There may be a ring of importers, or there may be a ring of protected manufacturers in America. "
61,1901-12-11,1,1,0,REPS,8544,0,1901-12-11,"MCLEAN, Allan",KRO,TARIFF,Questions,"GIPPSLAND, VICTORIA",PROT,,0,0,- These prices rule where there is no competition from the local producer. 
62,1901-12-11,1,1,0,REPS,8544,0,1901-12-11,"MAHON, Hugh",KLB,TARIFF,Questions,,,,0,0,"- I do not think the honorable member is right in asserting that the importer is always the cause of the increased prices. But, passing from that aspect of the matter, I should like to ask the honorable member how he reconciles his statement about the excessive prices which these commodities are likely to carry in Australia with the statement of the Minister for Trade and Customs made last night, that if we do not impose these duties we shall be flooded with the cheap surplus products of the world. Which of these protectionist apostles are we to believe ? "
63,1901-12-11,1,1,0,REPS,8544,0,1901-12-11,"MCLEAN, Allan",KRO,TARIFF,Questions,"GIPPSLAND, VICTORIA",PROT,,0,0,- The statements are not inconsistent in any degree. 
64,1901-12-11,1,1,0,REPS,8544,0,1901-12-11,"MAHON, Hugh",KLB,TARIFF,Questions,,,,0,0,- I shall be very pleased to hearthe honorable member attempt to reconcile the statements. 
65,1901-12-11,1,1,0,REPS,8544,0,1901-12-11,"MCLEAN, Allan",KRO,TARIFF,Questions,"GIPPSLAND, VICTORIA",PROT,,0,0,"- I was speaking of a period when the local industries had been shut down, while the Minister was referring to the immediate effect. "
66,1901-12-11,1,1,0,REPS,8544,0,1901-12-11,"MAHON, Hugh",KLB,TARIFF,Questions,,,,0,0,"- It is wonderful that where there is no duty, local industries are not shut down. Agricultural machinery can be and is being made in New South Wales. "
67,1901-12-11,1,1,0,REPS,8544,0,1901-12-11,"RONALD, James",KZV,TARIFF,Questions,,,,0,0,- To what extent ? 
68,1901-12-11,1,1,0,REPS,8544,0,1901-12-11,"MAHON, Hugh",KLB,TARIFF,Questions,,,,0,0,"- Possibly not to a very large extent. I do not carry all the figures of all the States in my head, so I may be excused from attempting to quote them. I merelywant the honorable member for Gippsland, or some other honorable member, to reconcile what appear to me to be two irreconcilable statements. I sympathize with the honorable member for Southern Melbourne in his effort to represent and conserve the interests of his constituents. But surely it will be allowed that a member like myself, whose constituents get no benefit from the Tariff, has an interest in seeing that they are not unnecessarily or improperly robbed. While I give the honorable member every sympathy, I ask some sympathy from him ; and if the honorable member is right in appealing on behalf of his constituents, I also am right in appealing to the impartial and independent members of the committee for some consideration for people who will receive no advantage from the Tariff. The honorable member for Southern Melbourne further said that it was a condition precedent to federation that State rights should be respected. That is an observation which cuts both ways. If the honorable member means that the State rights of Victoria to protection are to be respected, then he must also respect the free-trade rights of the people of New South Wales and of Western Australia. But if these rights be respected what is to become of the common Tariff? We are . merely playing at legislation if the honorable member's ideas are to be carried out. Surely the honorable member knows that the Tariff we are framing is not for one State, but for the six States of the Commonwealth. "
69,1901-12-11,1,1,0,REPS,8544,0,1901-12-11,"RONALD, James",KZV,TARIFF,Questions,,,,0,0,-Did I not say that the Tariff is a compromise ? 
70,1901-12-11,1,1,0,REPS,8544,0,1901-12-11,"MAHON, Hugh",KLB,TARIFF,Questions,,,,0,0,"- The compromise that the honorable member likes is one in which the other man gives away everything. He has gone straight for the extreme proposal of the Government, which he now tells me is a compromise. "
71,1901-12-11,1,1,0,REPS,8544,0,1901-12-11,"KINGSTON, Charles",KEW,TARIFF,Questions,,,,0,0,- So it is. 
72,1901-12-11,1,1,0,REPS,8544,0,1901-12-11,"MAHON, Hugh",KLB,TARIFF,Questions,,,,0,0,- A duty of 15 per cent. represents the extreme demands of the Minister for Trade and Customs. A fair compromise in my opinion would be the duty of about 5 per cent. which is levied under the Western Australian Tariff. 
73,1901-12-11,1,1,0,REPS,8545,0,1901-12-11,"RONALD, James",KZV,TARIFF,Questions,,,,0,0,- That is the honorable member's idea of protection. 
74,1901-12-11,1,1,0,REPS,8545,0,1901-12-11,"MAHON, Hugh",KLB,TARIFF,Questions,,,,0,0,"- If the honorable member thinks I am in any way committed to protection he is mistaken, and I should think that even the Minister for Customs is under no delusion of that sort. I do not believe in protection in any shape or form, though at the same time I do not believe in doing any damage that can possibly be avoided to an established industry. Now that we are discussing this interminable question of free-trade and protection, I should say that if honorable members really want to protect industries, they might do it in a better way by means of bonuses? "
75,1901-12-11,1,1,0,REPS,8545,0,1901-12-11,"RONALD, James",KZV,TARIFF,Questions,,,,0,0,- That is a system which lends itself to political corruption every time. 
76,1901-12-11,1,1,0,REPS,8545,0,1901-12-11,"MAHON, Hugh",KLB,TARIFF,Questions,,,,0,0,- And to what does protection lend itself? Look at the lobbies of this chamber every day crowded with men soliciting briefs for their industries ! Is it possible that a system of bonuses could lend itself more to political corruption than a system of duties? 
77,1901-12-11,1,1,0,REPS,8545,0,1901-12-11,"RONALD, James",KZV,TARIFF,Questions,,,,0,0,- It is highly probable. 
78,1901-12-11,1,1,0,REPS,8545,0,1901-12-11,"MAHON, Hugh",KLB,TARIFF,Questions,,,,0,0,"- When we give a bonus the State knows exactly how much is being paid for the promotion of any particular industry, whereas under Customs duties people are robbed and really do not know of how much. I cannot understand how a forward democrat like the Minister of Trade and Customs - a gentleman of extreme views, who so often goes to America for his ideas - should not have been able to discover a better system of protection than is here proposed. Why does he not insist on patentees of expensive machinery carrying on their manufacturing operations within the Commonwealth ? "
79,1901-12-11,1,1,0,REPS,8545,0,1901-12-11,"KINGSTON, Charles",KEW,TARIFF,Questions,,,,0,0,- We can discuss that next session in connexion with the Patents Bill. 
80,1901-12-11,1,1,0,REPS,8545,0,1901-12-11,"MAHON, Hugh",KLB,TARIFF,Questions,,,,0,0,"- The Minister for Trade and Customs proposes to leave over a matter which could well be dealt with in this Bill. The right honorable gentleman could very well say to those people who are manufacturing cash registers, linotypes, monotypes, and other expensive patent machinery on which they are making from 400 per cent. to 500 per cent. over the cost price - "" We give you the benefit of our patent laws and of our Custom-house, but we are not going to do so after a certain time, say a year or eighteen months ; and, unless you manufacture the article in the Commonwealth, you shall not have the advantage of our laws."" "
81,1901-12-11,1,1,0,REPS,8545,0,1901-12-11,"KINGSTON, Charles",KEW,TARIFF,Questions,,,,0,0,- That can be provided for in the Patents Bill. 
82,1901-12-11,1,1,0,REPS,8545,0,1901-12-11,"MAHON, Hugh",KLB,TARIFF,Questions,,,,0,0,"- Possibly I am wrong in suggesting that such a provision could be put in this Bill. But, in any case, I ask the Minister for Trade and Customs how he justifies putting linotypes and monotypes, machines which can only be purchased by rich men, and which save labour enormously, enabling some newspaper owners to clear from £50,000 to £80,000 a year, on the free list, while taxing the poor farmer's reaper and binder. "
83,1901-12-11,1,1,0,REPS,8545,0,1901-12-11,"KINGSTON, Charles",KEW,TARIFF,Questions,,,,0,0,- Reapers and binders are free here. 
84,1901-12-11,1,1,0,REPS,8545,0,1901-12-11,"MAHON, Hugh",KLB,TARIFF,Questions,,,,0,0,"- I was not aware that reapers and binders are free, but, in any case, there are chaff-cutters, harrows, horsegears, ploughshares, and other implements on all of which duties are levied. I wish the Minister for Defence were here, because I have a little to say about the position of the unfortunate Western Australian farmer under this Tariff. This Tariff, as the Minister for Defence well knows, will give no benefit to the Western Australian farmer, or, at any rate, very little benefit, and certainly none whatever to the miner. What did the Minister for Defence, when Premier of Western Australia, do? The right honorable gentleman had studied the interests of the Western Australian farmer for a great many years, and the sort of duties he imposed on machinery were chaff-cutters 5 per cent., harrows free, horse-gear 5 per cent., and ploughs and shares free. These commodities are very largely imported into Western Australia. "
85,1901-12-11,1,1,0,REPS,8545,0,1901-12-11,"KINGSTON, Charles",KEW,TARIFF,Questions,,,,0,0,- The people of Western Australia can get them free from the people of the eastern States if they like. 
86,1901-12-11,1,1,0,REPS,8545,0,1901-12-11,"MAHON, Hugh",KLB,TARIFF,Questions,,,,0,0,"- Our people will get them with the duty against the foreign article added. Surely honorable members know that farmers will not buy a foreign article if they can get a locally-made article as good and as cheap. In Western Australia last year the duty was the same on foreign and on Australian manufactures, and Western Australia in that year imported £11,916 worth of agricultural machinery manufactured in Great Britain and foreign countries, and £12,071 worth of agricultural machinery manufactured in the Australian States. A duty of 15 per cent. upon the importation of British and foreign machinery into Western Australia would produce £1,787 8s. ; but the Treasurer expects to get a return of only £750, so that he evidently thinks that the effect of the duty will be to shut out a very large part of the importationfrom Great Britain and other foreign countries. Hitherto Australian-made machinery has been able to compete in the New South Wales and Western Australian markets with the machinery manufactured in Great Britain and in foreign countries, and surely, with the larger market of the Commonwealth open to them, manufacturers will not want a protection of 15 per cent. against foreign competition. I should like some of the protectionists on the other side of the Chamberto explain the discrepancy between the statement of the Minister for Trade and Customs that, if we have a free port, the surplus products of the world will be sent here at a very low price, and the statement of the honorable member for Gippsland that, without a duty, the cost of ploughs and other agricultural implements will be increased by over 100 per cent. as compared with the American prices. "
87,1901-12-11,1,1,0,REPS,8546,0,1901-12-11,"MAUGER, Samuel",KNJ,TARIFF,Questions,Melbourne Ports,,,0,0,"- I shall endeavour to answer the honorable member's question. The honorable member for Gippsland stated that the result of freetrade would be to increase prices, and the honorable member for Coolgardie asks us to reconcile that statement with the statement of other protectionists that without a duty the market will be flooded with cheap foreign-made goods. If the honorable member for Coolgardie were acquainted with business transactions, he would easily realize the position. It does not follow that because goods are sent to Australia at a ridiculously low price the consumer benefits. As a matter of fact, the distributing houses regulate the trade, and pocket the difference between the cost of the article and the price charged to the consumer. "
88,1901-12-11,1,1,0,REPS,8546,0,1901-12-11,"THOMAS, Josiah",K8L,TARIFF,Questions,,,,0,0,- Does that apply to Denton hats? 
89,1901-12-11,1,1,0,REPS,8546,0,1901-12-11,"MAUGER, Samuel",KNJ,TARIFF,Questions,,,,0,0,"- Ido not think so, because there local competition regulates the market. I come now to deal with the question at issue, and I wish to begin by giving a list of the machinery which is being successfully manufactured in Victoria, and I believe in New South Wales and South Australia also. Thefollowing implements are beingmanufactured in thoseStates:- Ploughs, harvesters, strippers, winnowers, harrows, horse-hoes and garden-cultivators, fieldcultivators, grain-drills, wool-presses, chaffcutters, horse-works, bag-fillers, corncrushers, straw-pressers, turnip-slicers, rootpulpers, and maize-shellers. "
